UID         PID   PPID  C STIME TTY          TIME CMD
pgust     83896  83844  0 09:53 ?        00:00:00 /usr/libexec/openssh/sftp-server
root      85357   2706  0 10:32 ?        00:00:00 sshd: jcf [priv]
jcf       85362      1  0 10:32 ?        00:00:03 /usr/lib/systemd/systemd --user
jcf       85367  85362  0 10:32 ?        00:00:00 (sd-pam)
jcf       85369  85357  0 10:32 ?        00:00:00 sshd: jcf@pts/15
jcf       85370  85369  0 10:32 pts/15   00:00:00 -bash
root      88882      2  0 11:22 ?        00:00:00 [kworker/24:0]
root      89861   2706  0 11:28 ?        00:00:00 sshd: idasilva [priv]
idasilva  89866      1  0 11:28 ?        00:00:02 /usr/lib/systemd/systemd --user
idasilva  89871  89866  0 11:28 ?        00:00:00 (sd-pam)
idasilva  89873  89861  0 11:28 ?        00:00:00 sshd: idasilva@pts/18
idasilva  89874  89873  0 11:28 pts/18   00:00:00 -bash
root      89983  89874  0 11:28 pts/18   00:00:00 /usr/bin/sudo su -
root      89984  89983  0 11:28 pts/18   00:00:00 su -
root      89985  89984  0 11:28 pts/18   00:00:00 -bash
root      90376      2  0 11:30 ?        00:00:00 [kworker/31:0]
root      91421   2706  0 11:38 ?        00:00:00 sshd: yangyuan [priv]
yangyuan  91423      1  0 11:38 ?        00:00:02 /usr/lib/systemd/systemd --user
yangyuan  91429  91423  0 11:38 ?        00:00:00 (sd-pam)
yangyuan  91434  91421  0 11:38 ?        00:00:00 sshd: yangyuan@pts/19
yangyuan  91435  91434  0 11:38 pts/19   00:00:00 -bash
root      91973      2  0 11:53 ?        00:00:00 [kworker/22:2]
root      91986      2  0 11:53 ?        00:00:00 [kworker/25:2]
root      92091      2  0 11:54 ?        00:00:00 [kworker/23:1]
root      92506   2706  0 11:57 ?        00:00:00 sshd: wang4615 [priv]
wang4615  92508      1  0 11:57 ?        00:00:01 /usr/lib/systemd/systemd --user
wang4615  92511  92508  0 11:57 ?        00:00:00 (sd-pam)
wang4615  92513  92506  0 11:57 ?        00:00:00 sshd: wang4615@pts/26
wang4615  92514  92513  0 11:57 pts/26   00:00:00 -bash
root      92718      2  0 Jan02 ?        00:00:06 [kworker/6:2H]
root      93147      2  0 12:01 ?        00:00:00 [kworker/22:0]
root      93319      2  0 12:02 ?        00:00:00 [kworker/16:0]
root      93963   2706  0 12:04 ?        00:00:00 sshd: christestsp2017 [priv]
christe+  93977      1  0 12:04 ?        00:00:01 /usr/lib/systemd/systemd --user
christe+  93981  93977  0 12:04 ?        00:00:00 (sd-pam)
christe+  93983  93963  0 12:04 ?        00:00:00 sshd: christestsp2017@pts/6
christe+  93984  93983  0 12:04 pts/6    00:00:00 -bash
root      94569      2  0 12:11 ?        00:00:00 [kworker/28:1]
root      96113   2706  0 12:34 ?        00:00:00 sshd: lexylena [priv]
lexylena  96116      1  0 12:34 ?        00:00:01 /usr/lib/systemd/systemd --user
lexylena  96121  96116  0 12:34 ?        00:00:00 (sd-pam)
lexylena  96126  96113  0 12:34 ?        00:00:00 sshd: lexylena@pts/9
lexylena  96127  96126  0 12:34 pts/9    00:00:00 -bash
root      96385      2  0 12:40 ?        00:00:00 [kworker/25:1]
gene      96768      1  0 Jan04 pts/0    00:00:00 /usr/bin/dbus-launch --autolaunch 43bb57dcd2fe46c1afc44d2b02b212f8 --binary-syntax --close-stderr
gene      96769      1  0 Jan04 ?        00:00:01 /usr/bin/dbus-daemon --fork --print-pid 6 --print-address 8 --session
gene      96774      1  0 Jan04 ?        00:00:00 kdeinit4: kdeinit4 Running...
gene      96776  96774  0 Jan04 ?        00:00:00 kdeinit4: klauncher [kdeinit] --fd=9
gene      96779      1  0 Jan04 ?        00:00:00 kdeinit4: kded4 [kdeinit]
gene      96783      1  0 Jan04 ?        00:01:53 /usr/libexec/gam_server
root      96809      1  0 Jan04 ?        00:00:03 /usr/libexec/upowerd
root      96829      1  0 Jan04 ?        00:00:12 /usr/libexec/udisks2/udisksd --no-debug
gene      96842      1  0 Jan04 ?        00:00:11 /usr/bin/knotify4
gene      96849      1  0 Jan04 ?        00:00:02 /usr/bin/pulseaudio --start --log-target=syslog
rtkit     96850      1  0 Jan04 ?        00:00:05 /usr/libexec/rtkit-daemon
root      97343   2706  0 12:50 ?        00:00:00 sshd: implies [priv]
implies   97345      1  0 12:50 ?        00:00:01 /usr/lib/systemd/systemd --user
root      97348      2  0 12:50 ?        00:00:00 [kworker/28:2]
implies   97351  97345  0 12:50 ?        00:00:00 (sd-pam)
implies   97356  97343  0 12:50 ?        00:00:00 sshd: implies@pts/13
implies   97357  97356  0 12:50 pts/13   00:00:00 -bash
root      97653   2706  0 12:51 ?        00:00:00 sshd: nat [priv]
nat       97670      1  0 12:51 ?        00:00:01 /usr/lib/systemd/systemd --user
nat       97674  97670  0 12:51 ?        00:00:00 (sd-pam)
nat       97676  97653  0 12:51 ?        00:00:00 sshd: nat@pts/22
nat       97677  97676  0 12:51 pts/22   00:00:01 /usr/bin/zsh -l
gene      98270      1  0 Jan04 pts/0    00:00:00 /usr/lib64/firefox/firefox /tmp/image001.png
gene      98419      1  0 Jan04 pts/0    00:00:00 /usr/lib64/firefox/firefox /tmp/image001.png
root      98422   2706  0 Jan04 ?        00:00:00 sshd: gene [priv]
gene      98425  98422  0 Jan04 ?        00:00:02 sshd: gene@pts/2
gene      98426  98425  0 Jan04 pts/2    00:00:00 -tcsh
root      98430      2  0 12:57 ?        00:00:00 [kworker/26:1]
root      98458      2  0 12:57 ?        00:00:00 [kworker/u289:0]
root      98598   2706  0 12:59 ?        00:00:00 sshd: tgillis [priv]
tgillis   98645      1  0 13:00 ?        00:00:01 /usr/lib/systemd/systemd --user
tgillis   98649  98645  0 13:00 ?        00:00:00 (sd-pam)
tgillis   98654  98598  0 13:00 ?        00:00:00 sshd: tgillis@pts/11
tgillis   98655  98654  0 13:00 pts/11   00:00:00 -bash
postfix   98990   2997  0 13:02 ?        00:00:00 pickup -l -t unix -u
root     100077      2  0 13:10 ?        00:00:00 [kworker/17:0]
root     100112      2  0 13:11 ?        00:00:00 [kworker/7:3]
root     100362      2  0 13:14 ?        00:00:00 [kworker/11:1]
root     100363      2  0 13:14 ?        00:00:00 [kworker/19:1]
root     100486   2706  0 13:15 ?        00:00:00 sshd: cillich [priv]
cillich  100490      1  0 13:15 ?        00:00:01 /usr/lib/systemd/systemd --user
cillich  100496 100490  0 13:15 ?        00:00:00 (sd-pam)
cillich  100501 100486  0 13:15 ?        00:00:00 sshd: cillich@pts/29
cillich  100502 100501  0 13:15 pts/29   00:00:00 -bash
root     100628      2  0 13:16 ?        00:00:00 [kworker/24:3]
root     100928      2  0 13:20 ?        00:00:00 [kworker/u290:1]
root     101027      2  0 13:21 ?        00:00:00 [kworker/27:0]
root     101028      2  0 13:21 ?        00:00:00 [kworker/15:1]
root     101612      2  0 13:23 ?        00:00:00 [kworker/29:1]
root     101645      2  0 13:23 ?        00:00:00 [kworker/9:0]
root     101648      2  0 13:23 ?        00:00:00 [kworker/26:2]
root     101747      2  0 13:25 ?        00:00:00 [kworker/30:2]
hubbesy  101888      1  0 13:26 ?        00:00:00 /usr/lib/systemd/systemd --user
hubbesy  101893 101888  0 13:26 ?        00:00:00 (sd-pam)
root     102006   2706  0 13:27 ?        00:00:00 sshd: zontakm [priv]
zontakm  102010      1  0 13:27 ?        00:00:00 /usr/lib/systemd/systemd --user
zontakm  102015 102010  0 13:27 ?        00:00:00 (sd-pam)
root     102018   2706  0 13:27 ?        00:00:00 sshd: zontakm [priv]
zontakm  102025 102006  0 13:27 ?        00:00:00 sshd: zontakm@pts/14
root     102039      2  0 13:27 ?        00:00:00 [kworker/31:1]
zontakm  102052 102018  0 13:27 ?        00:00:00 sshd: zontakm@notty
zontakm  102053 102052  0 13:27 ?        00:00:00 /usr/libexec/openssh/sftp-server
zontakm  102088 102025  0 13:27 pts/14   00:00:00 -bash
jdec     102217  83091  0 13:28 pts/8    00:00:00 gdb a.out
jdec     102237 102217  0 13:28 pts/8    00:00:00 /home/jdec/cs5600/HW1/a.out
root     102243      2  0 13:28 ?        00:00:00 [kworker/u290:0]
root     102726      2  0 13:32 ?        00:00:00 [kworker/3:2]
root     103334   2706  0 13:38 ?        00:00:00 sshd: hubbesy [priv]
hubbesy  103338 103334  0 13:38 ?        00:00:00 sshd: hubbesy@notty
hubbesy  103339 103338  0 13:38 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     103420      2  0 13:41 ?        00:00:00 [kworker/7:0]
root     103731      2  0 13:45 ?        00:00:00 [kworker/20:0]
root     103759      2  0 13:46 ?        00:00:00 [kworker/4:1]
root     103798      2  0 13:46 ?        00:00:00 [kworker/18:2]
root     103959      2  0 13:48 ?        00:00:00 [kworker/13:0]
root     103962      2  0 13:48 ?        00:00:00 [kworker/5:0]
root     104410      2  0 13:55 ?        00:00:00 [kworker/8:2]
root     104413      2  0 13:55 ?        00:00:00 [kworker/12:2]
root     104429      2  0 13:55 ?        00:00:00 [kworker/2:0]
root     104430      2  0 13:55 ?        00:00:00 [kworker/20:1]
root     104577      2  0 13:57 ?        00:00:00 [kworker/14:0]
root     104583      2  0 13:57 ?        00:00:00 [kworker/9:1]
root     104664      2  0 13:57 ?        00:00:00 [kworker/23:2]
root     105008      2  0 14:01 ?        00:00:00 [kworker/1:2]
root     105012      2  0 14:01 ?        00:00:00 [kworker/3:1]
root     105076      2  0 14:02 ?        00:00:00 [kworker/19:2]
root     105089      2  0 14:02 ?        00:00:00 [kworker/18:1]
root     105106      2  0 14:03 ?        00:00:00 [kworker/21:0]
root     105107      2  0 14:03 ?        00:00:00 [kworker/29:0]
root     105125      2  0 14:03 ?        00:00:00 [kworker/14:2]
root     105134      2  0 14:03 ?        00:00:00 [kworker/8:1]
root     105613      2  0 14:04 ?        00:00:00 [kworker/0:0]
root     105686      2  0 14:05 ?        00:00:00 [kworker/7:0H]
root     105751   2706  0 14:05 ?        00:00:00 sshd: smarathe [priv]
smarathe 105753      1  0 14:05 ?        00:00:00 /usr/lib/systemd/systemd --user
smarathe 105757 105753  0 14:05 ?        00:00:00 (sd-pam)
smarathe 105762 105751  0 14:05 ?        00:00:00 sshd: smarathe@pts/17
smarathe 105763 105762  0 14:05 pts/17   00:00:00 -bash
root     105981      2  0 14:07 ?        00:00:00 [kworker/16:3]
root     106029      2  0 14:09 ?        00:00:00 [kworker/5:1]
root     106032      2  0 14:09 ?        00:00:00 [kworker/11:0]
root     106034      2  0 14:09 ?        00:00:00 [kworker/1:1]
root     106043      2  0 14:09 ?        00:00:00 [kworker/u289:1]
root     106045      2  0 14:09 ?        00:00:00 [kworker/12:0]
root     106050      2  0 14:09 ?        00:00:00 [kworker/13:2]
root     106057      2  0 14:10 ?        00:00:00 [kworker/6:0]
root     106109      2  0 14:11 ?        00:00:00 [kworker/6:3]
root     106112      2  0 14:11 ?        00:00:00 [kworker/10:0]
root     106113      2  0 14:11 ?        00:00:00 [kworker/4:0]
root     106145      2  0 14:11 ?        00:00:00 [kworker/30:1]
root     106149      2  0 14:11 ?        00:00:00 [kworker/2:1]
root     106177      2  0 14:12 ?        00:00:00 [kworker/0:3]
root     106181      2  0 14:12 ?        00:00:00 [kworker/15:2]
root     106199      2  0 14:12 ?        00:00:00 [kworker/21:2]
root     106202      2  0 14:12 ?        00:00:00 [kworker/17:2]
root     106372      2  0 14:13 ?        00:00:00 [kworker/10:1]
root     106375      2  0 14:13 ?        00:00:00 [kworker/13:3]
root     106381      2  0 14:13 ?        00:00:00 [kworker/14:1]
root     106400      2  0 14:13 ?        00:00:00 [kworker/3:0]
root     106446      2  0 14:14 ?        00:00:00 [kworker/27:2]
root     106482      2  0 14:15 ?        00:00:00 [kworker/7:1H]
root     106515      2  0 14:16 ?        00:00:00 [kworker/u289:2]
root     106572   2706  0 14:16 ?        00:00:00 sshd: csinha [priv]
csinha   106574      1  0 14:16 ?        00:00:00 /usr/lib/systemd/systemd --user
root     106577      2  0 14:16 ?        00:00:00 [kworker/16:1]
csinha   106580 106574  0 14:16 ?        00:00:00 (sd-pam)
csinha   106585 106572  0 14:16 ?        00:00:01 sshd: csinha@notty
root     106636      2  0 14:16 ?        00:00:00 [kworker/30:0]
root     106637      2  0 14:16 ?        00:00:00 [kworker/30:3]
root     106640      2  0 14:16 ?        00:00:00 [kworker/29:2]
root     106646      2  0 14:17 ?        00:00:00 [kworker/6:1]
root     106658      2  0 14:17 ?        00:00:00 [kworker/3:3]
root     106661      2  0 14:17 ?        00:00:00 [kworker/5:2]
root     106676      2  0 14:17 ?        00:00:00 [kworker/31:2]
root     106687      2  0 14:17 ?        00:00:00 [kworker/11:2]
root     106688      2  0 14:17 ?        00:00:00 [kworker/11:3]
root     106691      2  0 14:17 ?        00:00:00 [kworker/14:3]
root     106737   2706  0 14:17 ?        00:00:00 sshd: skarren [priv]
root     106752      2  0 14:17 ?        00:00:00 [kworker/12:1]
root     106753      2  0 14:17 ?        00:00:00 [kworker/4:2]
root     106754      2  0 14:17 ?        00:00:00 [kworker/4:3]
skarren  106768      1  0 14:18 ?        00:00:00 /usr/lib/systemd/systemd --user
skarren  106773 106768  0 14:18 ?        00:00:00 (sd-pam)
skarren  106778 106737  0 14:18 ?        00:00:00 sshd: skarren@pts/1
skarren  106779 106778  0 14:18 pts/1    00:00:00 -bash
root     106832      2  0 14:18 ?        00:00:00 [kworker/28:0]
root     106841      2  0 14:18 ?        00:00:00 [kworker/2:2]
root     106844      2  0 14:18 ?        00:00:00 [kworker/15:0]
root     106852      2  0 14:18 ?        00:00:00 [kworker/9:2]
root     106864      2  0 14:18 ?        00:00:00 [kworker/12:3]
root     106874      2  0 14:18 ?        00:00:00 [kworker/22:1]
csinha   106929 106585 26 14:18 ?        00:00:22 svnserve -t
root     106937      2  0 14:18 ?        00:00:00 [kworker/10:2]
root     106938      2  0 14:18 ?        00:00:00 [kworker/10:3]
root     106941      2  0 14:18 ?        00:00:00 [kworker/8:0]
root     106942      2  0 14:18 ?        00:00:00 [kworker/8:3]
root     106955      2  0 14:19 ?        00:00:00 [kworker/0:1]
root     106982      2  0 14:19 ?        00:00:00 [kworker/1:0]
smarathe 106983 105763  0 14:20 pts/17   00:00:00 ps -ef
root     145801      1  0 Jan03 tty1     00:00:00 /sbin/agetty --noclear tty1 linux
root     147301   2706  0 Jan04 ?        00:00:00 sshd: spaul [priv]
spaul    147314      1  0 Jan04 ?        00:00:21 /usr/lib/systemd/systemd --user
spaul    147317 147314  0 Jan04 ?        00:00:00 (sd-pam)
spaul    147322 147301  0 Jan04 ?        00:00:01 sshd: spaul@pts/7
spaul    147323 147322  0 Jan04 pts/7    00:00:00 -bash
